Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
13349,NOK Corporation,Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Japan",Fabricated metal components,Metal products manufacturing,Manufacturing,General, 7240 JP," Investor, Supply Chain",7240.T,2021,216540203368,,90480000000,682507000000,115321000000,25835000000,JPY,113085000000,-26963000000,190607000000,857324000000,302972000000,163644000000,70943000000,554352000000
21830,PT Bukit Asam Tbk,Indonesia,,public," Benchmark, Environmental",Coal extraction & processing,Coal mining,Fossil Fuels,Coal, PTBA IJ, Investor,PTBA.JK,2021,30325600117660,,10735788000000,29261468000000,13484223000000,7909113000000,IDR,4394195000000,9352808000000,-4155082000000,36123703000000,11869979000000,5197726000000,1047251000000,24253724000000
21906,Nan Ya Printed Circuit Board,China,,public, Self selected companies climate change,Electronic components,Electrical & electronic equipment,Manufacturing,General, 8046 TT," Investor, Supply Chain",8046.TW,2021,369482213100,,16761270000,52228457000,14882856000,10581525000,TWD,13194450000,0,501678000,56345175000,15866201000,501678000,2270838000,40478974000
22213,Ryanair Holding PLC,Ireland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Ireland",Passenger airlines,Air transport,Transportation services,Transport services, RYA ID, Investor,RYA.L,2021,,,325300000,4800900000,791100000,-240800000,EUR,2669000000,934100000,0,15149800000,9604500000,934100000,5020500000,5545300000
22221,BPER Banca,Italy,,public," Continuity Climate Change, Fixed Income, Italy",Banks,Financial services,Services,Financial services, BPE IM, Investor,BPE.MI,2021,2568178674,,1123490000,3664719000,3664719000,525123000,EUR,21772398000,0,28913136000,136347873000,129489064000,28913136000,7330131000,6858809000
22258,Ebara Corporation,Japan,,public," Climate High Impact Sample, Continuity Climate Change, Japan",Industrial machinery,Powered machinery,Manufacturing,Capital goods, 6361 JP," Investor, Supply Chain",6361.T,2021,672330240000,,84424000000,603213000000,178642000000,43616000000,JPY,136488000000,3267000000,10127000000,719736000000,398081000000,13394000000,112045000000,321655000000
22416,UBS,Switzerland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, DACH, Euro, FTSE All-World, Global 500, MSCI ACWI",Asset managers,Financial services,Services,Financial services, UBSG SW," Investor, Supply Chain",UBSG.SW,2021,56277609106,,11573000000,35059000000,35059000000,7457000000,USD,194798000000,8844000000,182917000000,1117182000000,1056180000000,191761000000,218640000000,61002000000
22659,Cheng Uei Precision Industry,"Taiwan, Greater China",,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 2392 TT, Supply Chain,2392.TW,2021,20224551679,,6053190000,86800735000,9575274000,1338504000,TWD,8707603000,2258305000,3653203000,83126271000,50625383000,5911508000,24285369000,32500888000
22726,Assura Plc,United Kingdom of Great Britain and Northern Ireland,,public, UK,REIT,Financial services,Services,Real estate, AGR LN, Investor,AGR.L,2021,2003920132,,114700000,137300000,126700000,155900000,GBP,243500000,0,3800000,3120500000,1330900000,3800000,1249900000,1789600000
12782,Nanya Technology Corp,China,,public," Benchmark, Continuity Climate Change, Emerging Markets, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 2408 TT," Investor, Supply Chain",2408.TW,2021,240931938350,,43084887000,85604158000,37043948000,22849015000,TWD,80699971000,-254305000,5604407000,191420863000,18442795000,5350102000,1724601000,172978068000
12832,National Grid PLC,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Euro, FTSE All-World, Global 500, MSCI ACWI, UK",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, NG/ LN," Investor, Supply Chain",NG.L,2021,38630497940,,5811000000,18260000000,12162000000,2353000000,GBP,204000000,3145000000,-1077000000,94860000000,71004000000,2068000000,45465000000,23856000000
13146,Next,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Euro, MSCI ACWI, UK",Apparel stores,Discretionary retail,Retail,General, NXT LN, Investor,NXT.L,2021,10393323604,,1081000000,4625900000,1984500000,677500000,GBP,433000000,35500000,64200000,3981800000,2971800000,99700000,2106300000,1010000000
13321,"Nippon Kayaku Co., Ltd.",Japan,,public," Continuity Climate Change, Japan",Other base chemicals,Chemicals,Materials,Chemicals, 4272 JP, Investor,4272.T,2021,199203264000,,37334000000,184805000000,63968000000,17181000000,JPY,38459000000,15186000000,18325000000,315459000000,69035000000,33511000000,16650000000,246424000000
13351,"Nomura Holdings, Inc.",Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Japan, MSCI ACWI",Asset managers,Financial services,Services,Financial services, 8604 JP," Investor, Supply Chain",8604.T,2021,1539376597035,,223086000000,1143717000000,748880000000,142996000000,JPY,4063511000000,-747273000000,11861438000000,43412156000000,40439353000000,11861438000000,10902869000000,2972803000000
13375,Nitto Denko Corporation,Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Specialty chemicals,Chemicals,Materials,Chemicals, 6988 JP," Investor, Supply Chain",6988.T,2021,1315737780000,,183973000000,853448000000,302389000000,97132000000,JPY,362046000000,4939000000,28450000000,1094469000000,272364000000,12678000000,241000000,822105000000
8713,Hyundai Mobis Co Ltd,Republic of Korea,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, Korea, MSCI ACWI",Engineering services,Specialized professional services,Services,General, 012330 KS," Investor, Supply Chain",012330.KS,2021,23171552865500,,4129379000000,41702184000000,5264538000000,2352288000000,KRW,4155989000000,6684549000000,9809766000000,51482537000000,16125063000000,16494315000000,3511031000000,35357474000000
9336,International Flavors & Fragrances Inc.,United States of America,,public," Benchmark, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500",Specialty chemicals,Chemicals,Materials,Chemicals, IFF US," Investor, Supply Chain",IFF,2021,38415750000,24000,1839000000,11656000000,3735000000,268000000,USD,715000000,0,86000000,39678000000,18455000000,86000000,11400000000,21223000000
9548,ISS,Denmark,,public," Benchmark, Continuity Climate Change, Nordic",Commercial services,Commercial & consumer services,Services,General, ISS DC," Investor, Supply Chain",ISS.CO,2021,23087268000,,2931000000,71363000000,66343000000,615000000,DKK,3397000000,103000000,354000000,43655000000,35866000000,457000000,16982000000,7789000000
9810,John Laing,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Renewable energy construction,Construction,Infrastructure,General, JLG LN, Investor,JLG.L,2021,,,,,,,DKK,,,,,,,,
9871,JPMorgan Chase & Co.,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Banks,Financial services,Services,Financial services, JPM US," Investor, Supply Chain",JPM,2021,471407950000,271025,-2257000000,121685000000,121685000000,48334000000,USD,740834000000,308525000000,1048726000000,3743567000000,3449440000000,1357251000000,469176000000,294127000000
10696,Lincoln National Corporation,United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",Insurance,Financial services,Services,Financial services, LNC US," Investor, Supply Chain",LNC,2021,11733277885,10848,852000000,19230000000,19230000000,1405000000,USD,2612000000,118746000000,123546000000,387301000000,367029000000,153630000000,6625000000,20272000000
10754,Lion Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, 4912 JP," Investor, Supply Chain",4912.T,2021,446856621000,,48477000000,366234000000,179105000000,23759000000,JPY,97250000000,6656000000,22094000000,428025000000,163011000000,28750000000,8374000000,265014000000
11050,Lundin Mining Corporation,Canada,,public," Benchmark, Canada, Climate High Impact Sample, Continuity Climate Change, MSCI ACWI, Nordic",Copper,"Metal smelting, refining & forming",Materials,Metals & mining, LUN CN, Investor,LUN.TO,2021,7263934593,,1787566000,3328765000,1369723000,780348000,USD,594069000,0,15083000,7636907000,2644174000,15083000,31003000,4992733000
11268,Magyar Telekom Nyrt.,Hungary,,public," CEE, Continuity Climate Change",Telecommunications services,"Media, telecommunications & data center services",Services,General, MTELEKOM HB," Investor, Supply Chain",MOL.BD,2021,1678110726600,,1214092000000,5959307000000,1224300000000,526922000000,HUF,367447000000,16925000000,353176000000,6494259000000,3435715000000,370101000000,1052108000000,3058544000000
11650,Banca Mediolanum,Italy,,public, Italy,Asset managers,Financial services,Services,Financial services, BMED IM, Investor,BMED.MI,2021,6427961431,,890467000,5728756000,5728756000,713055000,EUR,5316667000,244300000,3922734000,73522370000,70639555000,3922734000,68009000,2882815000
12376,WM Morrison Supermarkets Plc,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, MSCI ACWI, UK","Supermarkets, food & drugstores",Convenience retail,Retail,General, MRW LN, Investor,MRW.L,2021,,,,,,,EUR,,,,,,,,
12860,Natura Cosmeticos SA,Brazil,,public," Benchmark, Continuity Climate Change",Personal care & household products,Chemicals,Materials,General, NATU3 BZ, Investor,NATU3.SA,2021,,,,,,,EUR,,,,,,,,
6907,"Furukawa Electric Co., Ltd.",Japan,,public," Climate High Impact Sample, Continuity Climate Change, Environmental, Japan",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, 5801 JP," Investor, Supply Chain",5801.T,2021,163429326000,,56690000000,930496000000,138692000000,10093000000,JPY,65153000000,3257000000,144329000000,935876000000,621814000000,122849000000,342120000000,314062000000
7264,"Genpact International, LLC",United States of America,,public, Self selected companies climate change,IT services,IT & software development,Services,General, G US," Investor, Supply Chain",G,2021,9853653150,109600,663902000,4022211000,1431959000,369448000,USD,899458000,5839000,238794000,4975269000,3078136000,238794000,1965207000,1897133000
7616,"Alphabet, Inc.",United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Web-based services,Web & marketing services,Services,General, GOOGL US," Investor, Supply Chain",GOOGL,2021,1912454550000,156500,91155000000,257637000000,146698000000,76033000000,USD,20945000000,118704000000,29549000000,359268000000,107633000000,148253000000,26206000000,251635000000
7633,Grasim Industries,India,,public," Benchmark, Climate High Impact Sample, Emerging Markets, Environmental, India, MSCI ACWI",Textiles,Textiles & fabric goods,Apparel,General, GRASIM IN," Investor, Supply Chain",GRASIM.BO,2021,1069735544120,,176428900000,948717700000,483282600000,75497800000,INR,22407000000,157269400000,1310732400000,2893948300000,1732201200000,790042800000,745496000000,1161747100000
7776,Growthpoint Properties,South Africa,,public," Benchmark, Continuity Climate Change, MSCI ACWI, South Africa",REIT,Financial services,Services,Real estate, GRT SJ, Investor,GRT.JO,2021,49829048566,,13106000000,13048000000,9445000000,7937000000,ZAR,2841000000,2467000000,16995000000,164729000000,74583000000,16995000000,64683000000,90146000000
20548,Weir Group,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, UK","Agriculture, construction & mining machinery",Powered machinery,Manufacturing,Capital goods, WEIR LN," Investor, Supply Chain",WEIR.L,2021,4437919500,,355300000,1933600000,692100000,153300000,GBP,564400000,223900000,88800000,3496800000,2042300000,88800000,1336900000,1454500000
20917,"Yum! Brands, Inc.",United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Fast food,"Bars, hotels & restaurants",Hospitality,General, YUM US, Investor,YUM,2021,40130540000,36000,2261000000,6584000000,3166000000,1575000000,USD,486000000,0,118000000,5966000000,14339000000,118000000,11246000000,-8373000000
21403,Olam International,Singapore,,public," Asia ex-JICK, Climate High Impact Sample, Continuity Climate Change, Environmental",Agricultural products wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,Agricultural commodities, OLAM SP," Investor, Supply Chain",OLAM,2021,,,,,,,USD,,,,,,,,
21854,Genting Malaysia,Malaysia,,public," Asia ex-JICK, Benchmark, MSCI ACWI",Gambling,Entertainment facilities,Hospitality,General, GENM MK, Investor,GENM.KL,2021,,,,,,,USD,,,,,,,,
22135,Vattenfall Group,Sweden,,public," Climate High Impact Sample, Continuity Climate Change, Self selected companies climate change",Hydro generation,Renewable power generation,Power generation,Electric utilities, VATT SS," Investor, Supply Chain",VATT.ST,2021,,,,,,,USD,,,,,,,,
22142,RPS Group Plc,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Other professional services,Specialized professional services,Services,General, RPS LN, Investor,RPS.L,2021,,,40900000,560400000,560400000,5900000,GBP,40100000,0,0,610200000,261600000,0,90500000,348600000
23091,Empresa Nacional de Telecom,Chile,,public," Benchmark, Latin America, MSCI ACWI",Telecommunications services,"Media, telecommunications & data center services",Services,General, ENTEL CI," Investor, Supply Chain",ENTEL.SN,2021,869507268327,,781669481000,2427220678000,272671352000,74975311000,CLP,108604768000,247276327000,406274888000,5418228373000,3915183006000,247276327000,2718003376000,1503045367000
28642,ARROW COUNTY SUPPLIES,United Kingdom of Great Britain and Northern Ireland,,public,,Chemicals wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
28973,Accurate Box,United States of America,,public,,Paper products,Paper products & packaging,Manufacturing,Paper & forestry, 0703626D US, Supply Chain,0703626D,2021,,,,,,,CLP,,,,,,,,
29803,"Norcom, Inc.",United States of America,,public,,Specialist retail,Discretionary retail,Retail,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
30541,"Bando Global Co., Ltd.",Republic of Korea,,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
30979,Irani Papel e Embalagem SA,Brazil,,public, Latin America,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry," RANI3 BZ, RANI4 BZ"," Investor, Supply Chain",RANI3.SA,2021,1337512654,,523274000,1605834000,632024000,285313000,BRL,30410000,475858000,28703000,2365300000,1407862000,475858000,915387000,957438000
31070,UNFI,United States of America,,public, Climate High Impact Sample,Food & beverage wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,"Food, beverage & tobacco", UNFI US, Investor,UNFI,2021,2861364000,28300,724000000,26950000000,3939000000,149000000,USD,41000000,0,17000000,7525000000,6011000000,17000000,3427000000,1514000000
31285,Maire Tecnimont SpA,Italy,,public," Continuity Climate Change, Italy",Energy infrastructure construction,Construction,Infrastructure,General, MT IM, Investor,MT.MI,2021,,,,,,,USD,,,,,,,,
31908,Pola Orbis Holdings Inc.,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, 4927 JP, Investor,4927.T,2021,424096750215,,26450000000,178642000000,149922000000,11734000000,JPY,72425000000,20146000000,-8036000000,208039000000,34773000000,12110000000,2277000000,173266000000
32733,Frigoglass,Greece,,public,,Electrical equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
32781,Polski Cukier,Poland,,public,,Sugar,Food & beverage processing,"Food, beverage & agriculture",Agricultural commodities,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
33252,ZAYO,United States of America,,public, Benchmark,Telecommunications services,"Media, telecommunications & data center services",Services,General, ZAYO US," Investor, Supply Chain",ZAYO,2021,,,,,,,JPY,,,,,,,,
33259,"Central Business Forms, Inc",United States of America,,public,,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
33597,ADTRAN INC,United States of America,CDP NA,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General, ADTN US, Supply Chain,ADTN,2021,1121249790,1335,8052000,563004000,218377000,-8635000,USD,56603000,350000,70615000,569017000,211915000,70965000,4999000,357102000
34439,Martinrea International Inc.,Canada,,public," Climate High Impact Sample, Continuity Climate Change",Fabricated metal components,Metal products manufacturing,Manufacturing,General, MRE CN," Investor, Supply Chain",MRE.TO,2021,924221592,,314479000,3783953000,345624000,35880000,CAD,153291000,0,55215000,3613244000,2443469000,55215000,1250767000,1169775000
10511,"Lawson, Inc.",Japan,,public," Benchmark, Japan, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, 2651 JP, Investor,2651.T,2021,545381500000,,130952000000,698370000000,498632000000,17900000000,JPY,388463000000,18000000,34209000000,1337245000000,1058774000000,21738000000,391472000000,278471000000
11311,Manila Electric Company (MERALCO),Philippines,,public," Asia ex-JICK, Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI",CCGT generation,Thermal power generation,Power generation,Electric utilities, MER PM, Investor,MER,2021,,,,,,,JPY,,,,,,,,
11876,MGM Resorts International,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, MSCI ACWI, S&P 500",Gambling,Entertainment facilities,Hospitality,General, MGM US," Investor, Supply Chain",MGM,2021,19878070080,10000,1781942000,9680140000,4649531000,1176072000,USD,4703059000,0,967044000,40899116000,29774803000,967044000,24573261000,11124313000
12289,"Mitsui Mining & Smelting Co., Ltd.",Japan,,public," Climate High Impact Sample, Continuity Climate Change, Japan",Other non-ferrous metals,"Metal smelting, refining & forming",Materials,Metals & mining, 5706 JP," Investor, Supply Chain",5706.T,2021,179063704215,,101009000000,633346000000,122564000000,52088000000,JPY,29615000000,-10526000000,66457000000,637878000000,387830000000,55931000000,227127000000,250048000000
12850,NCC,Sweden,,public," Continuity Climate Change, Nordic, UK",Non-residential building construction,Construction,Infrastructure,Construction, NCCB SS," Investor, Supply Chain",NCCB.ST,2021,,,,,,,JPY,,,,,,,,
13870,OMV AG,Austria,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, DACH, Environmental, Euro, MSCI ACWI",Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas, OMV AV," Investor, Supply Chain",OMV,2021,,,,,,,JPY,,,,,,,,
22208,"KYORIN Holdings, Inc.",Japan,,public, Continuity Climate Change,Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, 4569 JP, Investor,4569.T,2021,105719600376,,9352000000,105534000000,49441000000,3932000000,JPY,26994000000,500000000,27140000000,171924000000,47417000000,25703000000,21624000000,124507000000
22209,Credito Emiliano,Italy,,public," Continuity Climate Change, Italy",Banks,Financial services,Services,Financial services, CE IM, Investor,CE.MI,2021,1950840720,,657766000,1480744000,1480744000,352427000,EUR,8043506000,0,14680021000,67579187000,64119075000,14680021000,3170748000,3460112000
22241,Meiji Holdings Co Ltd,Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Dairy & egg products,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2269 JP, Investor,2269.T,2021,990567772670,,144603000000,1013092000000,323249000000,87497000000,JPY,67409000000,-28913000000,153040000000,1117459000000,404440000000,124127000000,81266000000,713019000000
22243,Nabtesco Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, 6268 JP, Investor,6268.T,2021,358260480000,,172358000000,299802000000,82043000000,64818000000,JPY,112771000000,7821000000,61514000000,481718000000,226724000000,69335000000,27320000000,254994000000
22270,LS Electric Co Ltd,Republic of Korea,,public," Benchmark, Continuity Climate Change, Korea",Industrial machinery,Powered machinery,Manufacturing,Capital goods, 010120 KS, Investor,010120.KS,2021,1635333166800,,290405689430,2668264980250,487086631600,84736315500,KRW,701596943480,22845438150,88667132950,2796731557610,1323312292960,111512571100,716262173480,1473419264650
22340,ICL,Israel,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, MSCI ACWI",Non-nitrogenous fertilizers,Chemicals,Materials,Chemicals, ICL IT," Investor, Supply Chain",ICL.TA,2021,38554507220,,1798000000,6955000000,2611000000,783000000,USD,473000000,91000000,26000000,11080000000,6344000000,91000000,3013000000,4736000000
22376,Swedish Orphan Biovitrum,Sweden,,public, Nordic,Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General, SOBI SS, Investor,SOBI.ST,2021,54633247245,,5776000000,15529000000,12045000000,2679000000,SEK,1045000000,-9000000,199000000,48661000000,25458000000,190000000,10906000000,23203000000
11860,Momentum Metropolitan Holdings Ltd.,South Africa,,public," Benchmark, Continuity Climate Change, MSCI ACWI, South Africa",Insurance,Financial services,Services,Financial services, MTM SJ, Investor,MTM.JO,2021,27039038850,,10656000000,69613000000,69613000000,3711000000,ZAR,28720000000,1914000000,491452000000,574065000000,549079000000,491452000000,7989000000,24986000000
12263,Mitsubishi Motors Corporation,Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Automobiles,Transportation equipment,Manufacturing,Transport OEMS, 7211 JP," Investor, Supply Chain",7211.T,2021,477600813000,,161269000000,2038909000000,362450000000,74037000000,JPY,511502000000,-59875000000,158308000000,1928443000000,1298142000000,98433000000,480532000000,630301000000
12592,MTU Aero Engines AG,Germany,,public," Benchmark, Continuity Climate Change, DACH, Environmental, Euro, MSCI ACWI",Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM, MTX GR," Investor, Supply Chain",MTX.DE,2021,9516207833,,765000000,4188000000,586000000,222000000,EUR,722000000,163000000,458000000,8304000000,5544000000,621000000,1309000000,2760000000
12631,"Nankai Electric Railway Co., Ltd.",Japan,,public," Continuity Climate Change, Japan",Passenger rail,Rail transport,Transportation services,Transport services, 9044 JP, Investor,9044.T,2021,246375300000,,42567000000,201793000000,18861000000,4021000000,JPY,36470000000,-10586000000,45122000000,920976000000,660261000000,34536000000,482486000000,260715000000
12942,Nestlé,Switzerland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, DACH, Environmental, Euro, FTSE All-World, Global 500, MSCI ACWI",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", NESN SW," Investor, Supply Chain",NESN.SW,2021,351683424000,,18564000000,87088000000,41620000000,16905000000,CHF,6988000000,7007000000,14630000000,139142000000,85415000000,21637000000,46574000000,53727000000
13317,"Nippon Paint Holdings Co., Ltd.",Japan,,public," Benchmark, Continuity Climate Change, Environmental, FTSE All-World, Japan, MSCI ACWI",Specialty chemicals,Chemicals,Materials,Chemicals, 4612 JP," Investor, Supply Chain",4612.T,2021,2944479780000,,127891000000,998276000000,378323000000,67569000000,JPY,138813000000,39924000000,42930000000,1955083000000,986389000000,82854000000,523034000000,968694000000
13813,OGE Energy Corp.,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, MSCI ACWI",CCGT generation,Thermal power generation,Power generation,Electric utilities, OGE US, Investor,OGE,2021,7683676000,2185,1449600000,3653700000,1063000000,737300000,USD,0,0,785100000,12606400000,8550100000,785100000,4983300000,4056300000
14540,Pegatron Corporation,"Taiwan, Greater China",,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 4938 TT," Investor, Supply Chain",4938.TW,2021,184328396000,,42748461000,1263720182000,46573368000,20545643000,TWD,111024086000,41988390000,-15966701000,676770363000,482503486000,26021689000,147201270000,194266877000
14830,"PNC Financial Services Group, Inc.",United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Banks,Financial services,Services,Financial services, PNC US," Investor, Supply Chain",PNC,2021,84218400000,0,8710000000,19135000000,16784000000,5674000000,USD,82254000000,131536000000,141142000000,558448000000,30784000000,272678000000,30784000000,55726000000
14842,Platinum Asset Management,Australia,,public," ASX 200, Australia, Benchmark, Continuity Climate Change",Asset managers,Financial services,Services,Financial services, PTM AU, Investor,PTM.AX,2021,1562954462,,206633000,272490000,259723000,163258000,AUD,143277000,49876000,151962000,384295000,42271000,201838000,7110000,342024000
14929,POSCO,Republic of Korea,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, Korea, MSCI ACWI",Iron & steel,"Metal smelting, refining & forming",Materials,Steel, 005490 KS," Investor, Supply Chain",005490.KS,2021,20759007051000,,13923336000000,76332345000000,11881126000000,6606728000000,KRW,4775166000000,13381159000000,6451783000000,91471614000000,36666671000000,19832942000000,22519230000000,54804943000000
15294,PTT Exploration & Production Public Company Limited,Thailand,,public," Asia ex-JICK, Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI",Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas, PTTEP TB, Investor,PTTEP.BK,2021,468457640000,,161181648000,219068071000,124669740000,38863595000,THB,85527810000,0,18078118000,783535669000,368185921000,18078118000,136811000000,415349748000
13025,"New Balance Athletics, Inc.",United States of America,,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General," 7613323Z US, 7613323ZUS", Supply Chain,7613323Z,2021,,,,,,,THB,,,,,,,,
13367,Nisshin Seifun Group Inc.,Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Japan, MSCI ACWI",Baked goods & cereals,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2002 JP, Investor,2002.T,2021,493033693476,,64457000000,679736000000,148076000000,17509000000,JPY,69607000000,1103000000,147481000000,723073000000,262430000000,141590000000,79513000000,460639000000
13390,NMDC,India,,public," Climate High Impact Sample, Continuity Climate Change, India",Iron ore mining,Metallic mineral mining,Materials,Metals & mining, NMDC IN, Investor,NMDC.BO,2021,390942820390,,133291600000,259647900000,166339400000,94287100000,INR,1206000000,67014400000,9357200000,249123400000,68806400000,13802900000,17999400000,180317000000
13496,Norwegian Property ASA,Norway,,public, Continuity Climate Change,Real estate owners & developers,Land & property ownership & development,Infrastructure,Real estate, NPRO NO, Investor,NPRO.OL,2021,,,,,,,INR,,,,,,,,
13604,NVIDIA Corporation,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, NVDA US," Investor, Supply Chain",NVDA,2021,736451440000,18975,5691000000,16675000000,10396000000,4332000000,USD,847000000,10714000000,144000000,28791000000,11898000000,10858000000,7597000000,16893000000
13773,Odontoprev S/A,Brazil,,public," Benchmark, Latin America",Insurance,Financial services,Services,Financial services, ODPV3 BZ, Investor,ODPV3.SA,2021,6248821091,,563852000,1846736000,1066339000,380359000,BRL,16422000,315140000,98919000,1933841000,812592000,414059000,42765000,1121249000
13843,"Oki Electric Industry Co., Ltd",Japan,,public, Japan,Communications equipment,Electrical & electronic equipment,Manufacturing,General, 6703 JP," Investor, Supply Chain",6703.T,2021,78260974096,,21634000000,352064000000,90116000000,2065000000,JPY,36691000000,-51157000000,85652000000,369170000000,261536000000,34495000000,100827000000,107634000000
22917,Siemens Gamesa Renewable Energy SA,Spain,,public," Benchmark, Continuity Climate Change, Euro, MSCI ACWI, Spain",Other renewable energy equipment,Renewable energy equipment,Manufacturing,Capital goods, SGRE SM," Investor, Supply Chain",SGRE.MC,2021,,,258555000,10197818000,264769000,-625909000,EUR,1960607000,79405000,82104000,16630195000,12171727000,161509000,2167383000,4458468000
23128,Stockmann Oyj,Finland,,public, Continuity Climate Change,Apparel stores,Discretionary retail,Retail,General, STOCKA FH, Investor,STOCKA.HE,2021,155414635,,155800000,899000000,527000000,47900000,EUR,213700000,-4300000,4500000,1416500000,1148300000,200000,784700000,268200000
23560,"Harbortown Industries, Inc.",United States of America,,public,,Finished wood products,Wood & rubber products,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
