Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
856598,Upwork Inc.,United States of America,CDP NA,public, Self selected companies climate change,Other professional services,Specialized professional services,Services,General, UPWK US, Investor,UPWK,2021,4418899067,650,-40132000,502797000,367289000,-56240000,USD,187205000,497566000,800000,1081061000,821544000,497566000,584367000,259517000
856847,Tinford TextilesLimited,"China, Hong Kong Special Administrative Region",,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856863,Xiamen Tianyi Imp.&Exp.Corp.Ltd/Walker,China,,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856890,DONSON MACHINE,United States of America,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858477,"Jilin Tianze CO2 Technology Co., Ltd",China,,public,,Other base chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858937,Qingyuan Saca Precision Manufacturing,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860273,Aspect,United Kingdom of Great Britain and Northern Ireland,,public,,Specialist retail,Discretionary retail,Retail,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860667,Clarendon,Jamaica,,public,,Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861396,Sketch Studios Limited,United Kingdom of Great Britain and Northern Ireland,,public,,Non-residential building construction,Construction,Infrastructure,Construction,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861423,CELSUR LOGISTICA SA,Argentina,,public,,Logistics - 3rd party,Intermodal transport & logistics,Transportation services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859743,CELLSTAR INDUSTRIES CO. LTD,Japan,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860247,4SERVICE KANTINE AS,Norway,,public,,Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860595,Stephan,Germany,,public,,Other non-metallic minerals,Other mineral mining,Materials,Metals & mining,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860918,Klaveness Combination Carriers ASA,Norway,CDP Europe,public, Self selected companies climate change,Marine freight,Marine transport,Transportation services,Transport services, KCC NO, Investor,KCC.OL,2021,2609553120,,58945000,197955000,58866000,22600000,USD,53863000,0,0,629931000,375514000,0,357064000,254417000
856523,MENTECH,China,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856647,ESSENCE MARKETING CONSULTING_527455383,China,,public,,Commercial services,Commercial & consumer services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856656,Suga Electronics (Dongguan) Co. Ltd.,China,CDP China,public, Self selected companies climate change,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Investor,unknown,2021,,,,,,,,,,,,,,,
856805,Comax Sporting Goods. LTD,China,,public,,Sporting goods,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856811,Easetour Enterprise Limited,China,,public,,Sporting goods,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856833,PT Glory Star Wisesa,Indonesia,,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857110,"TOBU TOP TOURS CO., LTD.",Japan,,public,,Travel services,Commercial & consumer services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857602,Doht AL-Shmookh TRAD.LLC,Oman,,public,,Chemicals wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857983,"Chongqing Baiyushun Technology Co., Ltd.",China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857994,"TAICHUNG SHUIHING LABEL WEAVING CO., LTD. 台中瑞興織嘜有限公司","Taiwan, Greater China",,public,,Accessories,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855473,GO AR CONDICIONADO LTDA,Brazil,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855672,CRC,China,,public,,Basic plastics,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855970,Spirit Medical,United Kingdom of Great Britain and Northern Ireland,,public,,Health care supplies,Medical equipment & supplies,"Biotech, health care & pharma",General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856104,LINKSUS DIGIWORK MARKETING COMMUNIC,China,,public,,Telecommunications services,"Media, telecommunications & data center services",Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856828,"Ninghai Better Outdoor Products Co.,Ltd",China,,public,,Sporting goods,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857006,N2 BIOMEDICAL LLC,United States of America,,public,,Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857557,"JinGang New Materials Co., Ltd",China,,public,,Ceramics,Other materials,Materials,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857776,SATURN MACHINE INC BROOKSHIRE,United States of America,,public,,Industrial machinery,Powered machinery,Manufacturing,Capital goods,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859410,HUNTSWOOD CTC LTD,United Kingdom of Great Britain and Northern Ireland,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860029,Levin Professional Services,United States of America,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857726,Garmendia y Cia.S.A.,Argentina,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857891,"Jiaxing Zhengfeng Trademark Weaving Co., Ltd.",China,,public,,Textiles,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858430,Siemens Energy AG,Germany,,public, Self selected companies climate change,Industrial machinery,Powered machinery,Manufacturing,Capital goods, ENR GR," Investor, Supply Chain",ENR.DE,2021,16085992500,,1128000000,28482000000,3416000000,-560000000,EUR,5333000000,590000000,482000000,44141000000,28921000000,1072000000,2728000000,15220000000
858971,DISTRIBUCIONES AVICOLAS VAZQUEZ S,Spain,,public,,Poultry & hog farming,Fish & animal farming,"Food, beverage & agriculture",Agricultural commodities,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860436,PREMIER MODULAR LIMITED,United Kingdom of Great Britain and Northern Ireland,,public,,Non-residential building construction,Construction,Infrastructure,Construction,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861105,CKMAX Technology Inc,Canada,,public,,Commercial services,Commercial & consumer services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861847,Jindal Drugs,India,,public,,Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861850,Kasyap Sweeteners,India,,public,,Other base chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862868,JINHUA YAHU TOOLS,China,,public,,Metal containers & packaging,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862872,ANCHOR FASTENERS INDUSTRIAL,China,,public,,Metal containers & packaging,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859673,TRAFFIC LOGISTICS,Australia,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862005,TRANSFER International Staff k.s,Slovakia,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862364,KAZAN SODA ELEKTRİK ÜRETİM A.Ş.,Turkey,Partner - Sabanci University,public, Self selected companies climate change,Other non-ferrous ore mining,Metallic mineral mining,Materials,Metals & mining,, Investor,unknown,2021,,,,,,,,,,,,,,,
863069,"EAGLE INDUSTRY CO., LTD.",Japan,CDP Japan,public, Self selected companies climate change,Fabricated metal components,Metal products manufacturing,Manufacturing,General, 6486 JP, Investor,6486.T,2021,54202453200,,21315000000,140842000000,32154000000,5713000000,JPY,28806000000,-1414000000,14199000000,180955000000,77863000000,12785000000,32134000000,103092000000
863149,Juhayna,Egypt,London - Default,public, Self selected companies climate change,Dairy & egg products,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", JUFO EY, Investor,JUFO,2021,,,,,,,JPY,,,,,,,,
861780,S and S Construction,United States of America,,public,,Commercial services,Commercial & consumer services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861859,Saptagiri Packaging,India,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862454,Moelven Group,Norway,,public,,Sawmills & wood materials,Wood & paper materials,Materials,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
863244,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A.",Brazil,CDP Latin America,public, Self selected companies climate change,Transportation support services,Industrial support services,Services,General, VAMO3 BZ, Investor,VAMO3.SA,2021,11766523048,,1114710000,2823495000,1033250000,402375000,BRL,153161000,3671780000,-3664668000,10185525000,7545339000,7112000,6225522000,2640186000
857138,Diener AG,Switzerland,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857509,Ziegler,Netherlands,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857577,HALIM CORPORATION FOR SUPPLY and GENERAL SERVICES,Egypt,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857732,QA WELD TECH LTD,United Kingdom of Great Britain and Northern Ireland,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861133,GALBA SRL,Italy,,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861588,HY BRAZIL ENERGIA S.A.,Brazil,,public,,Hydro generation,Renewable power generation,Power generation,Electric utilities,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861612,JULIO C. PATERNINA SAS,Colombia,,public,,Engineering services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862554,CHIMEI Corporation,"Taiwan, Greater China",Partner - BCSD Taiwan,public, Self selected companies climate change,Plastic products,Plastic product manufacturing,Manufacturing,General, 1763 TT, Investor,1763.TW,2021,,,,,,,BRL,,,,,,,,
854707,WEALTH POWER TECHNOLOGY,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855653,AO EDAS PAK / EDAS Pak,Russian Federation,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855875,IMS Euro,United Kingdom of Great Britain and Northern Ireland,,public,,Health care supplies,Medical equipment & supplies,"Biotech, health care & pharma",General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856444,Novas EZ,Republic of Korea,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856639,FUTABA CORPORATION,Japan,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856797,Ford Glory (Myanmar) Ltd,China,,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858683,Pan Civil,Australia,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860648,Agaves,Mexico,,public,,Other crop farming,Crop farming,"Food, beverage & agriculture",Agricultural commodities,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860698,Mingfeng Packaging,China,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860769,GLYN WILLIAMS-,United Kingdom of Great Britain and Northern Ireland,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858280,BRIGHT CONSULTING JSC,Bulgaria,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860128,RAMBUS,United States of America,CDP NA,public,,IT services,IT & software development,Services,General, RMBS US, Supply Chain,RMBS,2021,3229637710,690,40886000,328304000,257910000,18334000,USD,107891000,377718000,123018000,1232646000,370250000,377718000,198778000,862396000
861593,ICATEL TELEMÁTICA SERVIÇOS E COMÉRCIO LTDA,Brazil,,public,,Telecommunications services,"Media, telecommunications & data center services",Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862634,TN MANUFACTURING,Mexico,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862866,"NINGBO Tianwei MACHINERY MANUFACTURE CO., LTD",China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
863247,Aeris Energy SA,Brazil,CDP Latin America,public, Self selected companies climate change,Other renewable energy equipment,Renewable energy equipment,Manufacturing,General, AERI3 BZ, Investor,AERI3.SA,2021,4923125357,,204169000,2486150000,286975000,69193000,BRL,892933000,1271000,-2405000,3088179000,2088587000,1271000,1458744000,999592000
41723,Willkie Farr & Gallagher LLP,United States of America,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
41785,Byelorussian Steel Works,Belarus,,public,,Iron & steel,"Metal smelting, refining & forming",Materials,Steel, UNLSTD, Supply Chain,UNLSTD,2021,,,,,,,BRL,,,,,,,,
44457,Treatt PLC,United Kingdom of Great Britain and Northern Ireland,,public, UK,Other base chemicals,Chemicals,Materials,Chemicals, TET LN," Investor, Supply Chain",TET.L,2021,775291900,,23156000,124326000,42223000,15148000,GBP,7260000,0,64436000,149417000,43118000,64436000,16374000,106299000
44808,Godrej Properties Limited,India,,public," Continuity Climate Change, India",Real estate owners & developers,Land & property ownership & development,Infrastructure,Real estate, GPL IN, Investor,GPL.BO,2021,,,,,,,GBP,,,,,,,,
44985,Iochpe-Maxion SA,Brazil,,public," Continuity Climate Change, Latin America",Fabricated metal components,Metal products manufacturing,Manufacturing,General, MYPK3 BZ," Investor, Supply Chain",MYPK3.SA,2021,2337426223,,1771931000,13688367000,1704123000,537221000,BRL,1088114000,-185435000,324269000,14519530000,10121411000,138834000,5532210000,4398119000
45000,INTOUCH Group,Thailand,,public," Asia ex-JICK, Benchmark, Emerging Markets, MSCI ACWI",Telecommunications services,"Media, telecommunications & data center services",Services,General, INTUCH TB, Investor,INTUCH.BK,2021,256021775625,,11703907800,3323338006,1303942204,10748221623,THB,2234777332,6229000000,36160359242,53983596869,7282721574,42389359242,2744818791,46700875295
47019,ISSI,United States of America,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
47244,OE SOLUTIONS,Republic of Korea,Partner - KoSIF,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General, 138080 KS, Supply Chain,138080.KS,2021,,,,,,,THB,,,,,,,,
856602,SHANGHAI XIANLIN TRANSPORTATION,China,,public,,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857928,"Shanghai Shengyao Trading Co., Ltd.",China,,public,,Wood & paper products wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858973,ARLANDA,Mexico,,public,,Animal processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859316,"NINGBO KINGKONG FABRICATION CO.,LTD",China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859982,VALANI GLOBAL LTD,Canada,,public,,Insurance,Financial services,Services,Financial services,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860468,Stranger Collective,United Kingdom of Great Britain and Northern Ireland,,public,,Print publishing,Print & publishing services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860524,Rubix Group International Limited,United Kingdom of Great Britain and Northern Ireland,,public, Self selected companies climate change,Industrial machinery distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General, BRAM LN, Investor,BRAM.L,2021,,,,,,,THB,,,,,,,,
861693,TRATOS CAVI,Italy,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862506,Advanced Energy,United States of America,,public,,Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855650,Gulf Glass,Kuwait,,public,,Glass products,Other materials,Materials,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855662,PT Nava Hita Kirana,Indonesia,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856446,PSK,Republic of Korea,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856497,CORPORATELIVING COM,United States of America,,public,,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,Real estate,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859283,HARRISON JET GUNS,United States of America,,public,,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859321,"R&D Technology(Suzhou) Co.,Ltd.",Singapore,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859332,ELFE,Czechia,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860536,ASAHI PRETEC CORP.,Japan,,public,,Precious metals,"Metal smelting, refining & forming",Materials,Metals & mining,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861698,TELNET,Spain,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
862400,AB Ignitis grupė,Lithuania,CDP Europe,public, Self selected companies climate change,Electricity networks,Energy utility networks,Infrastructure,Electric utilities, IGN1L LH, Investor,IGN1L,2021,,,,,,,THB,,,,,,,,
854572,HALO BRANDED SOLUTIONS INC,United States of America,,public,,Consumer goods wholesale & rental,"Trading, wholesale, distribution, rental & leasing",Retail,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
854657,Cashew Manfield Innovative Materials Limited,China,,public,,Other base chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
854769,EMPAQUES MPK SAPI,Mexico,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
854777,WABONY ELECTRONIC,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
854808,MING SHIN ENTERPRISES,China,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855844,Energy Saving Lighting,United Kingdom of Great Britain and Northern Ireland,,public,,Other building products,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856030,Newspring,China,,public,,Metal containers & packaging,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856103,"Shanghai shentong yi logistics co., LTD",China,,public,,Commercial services,Commercial & consumer services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856842,Shanghai Ratone Int`l,China,,public,,Textiles,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858145,Arcus FM Ltd,United Kingdom of Great Britain and Northern Ireland,,public,,Real estate services,Other services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
851948,GMD-EUROCAST,France,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
851949,GMD_Eurostyle,France,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
852084,FEMALK Zrt.,Hungary,,public,,Aluminum,"Metal smelting, refining & forming",Materials,Metals & mining,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
852323,ESEC TECNOLOGIA EM SEGURANÇA DE DADOS LTDA.,Brazil,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
853133,NIKA TRANSPORTES & SERVICOS EIRELLI,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
853426,SIBYLLINE LIMITED,United Kingdom of Great Britain and Northern Ireland,,public,,Consumer services,Commercial & consumer services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
854704,KSOON INDUSTRIAL,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
854711,LTHD,Romania,,public,,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
854954,Hilding Anders International Ab,Sweden,,public,,Furniture,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855010,Id2,France,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856256,ZRP Printing (Kunshan) Company Limited,China,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856437,MEK,Republic of Korea,,public,,Semiconductors,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856849,Triple Win Sports Industri Inc.,China,,public,,Sporting goods,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856932,INTEC ROBOTIC SOLUTIONS,Italy,,public,,Industrial machinery,Powered machinery,Manufacturing,Capital goods,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857020,PINNACLE PARTNERS,United States of America,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857723,SLT MACHINE WORKS LLC,United States of America,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859422,Compass Gás & Energia,Brazil,,public,,Oil & gas marketing & retailing,Oil & gas retailing,Fossil Fuels,General,," Investor, Supply Chain",unknown,2021,,,,,,,,,,,,,,,
860652,Agave,Mexico,,public,,Other crop farming,Crop farming,"Food, beverage & agriculture",Agricultural commodities,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861219,VEMA SRL,Italy,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
861585,GRUPO VIATEK,Spain,,public,,Telecommunications services,"Media, telecommunications & data center services",Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855232,Goknur Gida Maddeleri Enerji Imalat Ith. Sanayi A.S.,Turkey,,public,,"Fruit, nut & vegetable processing",Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855497,CLIMATIZAR ASSIT TECN E MAN DE AR C,Brazil,,public,,Engineering services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
855501,EPSE ENERGIA,Brazil,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856793,Daenong Cooperation,Indonesia,,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856860,"Xiamen City Spark Imp.&Exp.Co.,Ltd.",China,,public,,Other containers & packaging,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
856898,LINCOTEK GROUP,United States of America,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857205,Flamsprutarna AB,Sweden,,public,,Nuclear generation,Nuclear power generation,Power generation,Electric utilities,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857484,FOREWIN FPC SUZHOU CO LTD,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858226,EZAX Corporation,Japan,,public,,Chemicals wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859299,KSW ENGINEERING (FIFE) LTD,United Kingdom of Great Britain and Northern Ireland,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
857672,FLOW LINK SYSTEMS PVT LTD,India,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
858815,KUT FROM THE KLOTH,United States of America,,public,,Apparel design & manufacturing,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859413,P2CG LIMITED T/A P2 CONSULTING,United Kingdom of Great Britain and Northern Ireland,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859727,MSM NINGBO SPRING CO..LTD,Japan,,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
859920,CAPITAL ANALYTICS,France,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860119,JT CORP,Republic of Korea,,public,,Semiconductors,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
860230,"Yantai Yanjun oil Co., Ltd",China,,public,,Palm oil processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
